ID_cliente,Baja,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_contrato,Servicio_telefonia,Lineas_multiples,Servicio_internet,Seguridad_online,Respaldo_online,Proteccion_dispositivo,Soporte_tecnico,TV_streaming,Peliculas_streaming,Tipo_contrato,Facturacion_digital,Metodo_pago,Cargo_mensual,Total_gastado,Cuentas_Diarias
0235-KGSLC,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,Sí,Tarjeta de crédito,85.55,85.55,2.85
0236-HFWSV,Sí,Hombre,No,No,No,15,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,93.35,1444.65,3.11
0237-YFUTL,No,Mujer,No,Sí,No,50,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Sí,Transferencia bancaria,109.65,5405.8,3.66
0238-WHBIQ,No,Hombre,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,89.7,6339.3,2.99
0239-OXEXL,No,Mujer,No,No,No,46,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,No,Mensual,No,Cheque postal,84.25,3847.6,2.81
0244-LGNFY,No,Mujer,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,92.65,6733.0,3.09
0247-SLUJI,No,Hombre,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.7,19.7,0.66
0248-IPDFW,No,Mujer,No,No,No,1,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,50.1,50.1,1.67
0248-PGHBZ,No,Mujer,Yes,No,No,67,Sí,No,Fibra óptica,Sí,Sí,No,Sí,Sí,No,Dos años,Sí,Transferencia bancaria,92.45,6140.85,3.08
0253-ZTEOB,No,Mujer,No,Sí,Sí,48,Sí,Sí,DSL,No,Sí,No,Sí,Sí,Sí,Dos años,No,Cheque electrónico,79.65,3870.3,2.66
0254-FNMCI,No,Mujer,No,No,No,72,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,109.9,7624.2,3.66
0254-KCJGT,No,Hombre,No,Sí,No,52,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Un año,Sí,Tarjeta de crédito,81.4,4354.45,2.71
0254-WWRKD,No,Mujer,No,Sí,Sí,67,Sí,No,DSL,No,Sí,No,No,No,No,Un año,No,Tarjeta de crédito,50.55,3431.75,1.68
0256-LTHVJ,Sí,Mujer,No,Sí,Sí,28,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,81.05,2227.1,2.7
0257-KXZGU,No,Mujer,No,Sí,Sí,32,Sí,Sí,DSL,No,Sí,Sí,No,No,No,Mensual,No,Transferencia bancaria,62.45,2045.55,2.08
0257-ZESQC,Sí,Mujer,Yes,Sí,No,27,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,75.2,1929.35,2.51
0258-NOKBL,No,Hombre,No,No,No,3,Sí,No,Fibra óptica,No,Sí,Sí,No,No,Sí,Mensual,No,Cheque electrónico,90.4,268.45,3.01
0259-GBZSH,Sí,Hombre,No,No,No,2,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,85.65,181.5,2.86
0260-ZDLGK,Sí,Mujer,No,No,Sí,9,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque postal,72.9,651.4,2.43
0263-FJTQO,No,Hombre,No,Sí,Sí,50,Sí,Sí,DSL,Sí,No,No,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito,70.5,3486.65,2.35
0264-CNITK,No,Mujer,No,Sí,Sí,71,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,20.1,1389.6,0.67
0265-EDXBD,Sí,Hombre,Yes,Sí,No,32,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,74.9,2303.35,2.5
0265-PSUAE,No,Mujer,No,Sí,Sí,16,Sí,No,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Mensual,No,Transferencia bancaria,100.7,1522.7,3.36
0266-CLZKZ,No,Mujer,No,Sí,Sí,67,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,105.65,6717.9,3.52
0266-GMEAO,No,Hombre,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,114.3,8058.55,3.81
0268-QKIWO,Sí,Mujer,No,No,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,19.75,58.85,0.66
0269-XFESX,No,Hombre,No,Sí,Sí,23,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,24.35,538.5,0.81
0270-THENM,No,Hombre,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No,Dos años,No,Transferencia bancaria,69.85,5102.35,2.33
0274-JKUJR,No,Hombre,No,Sí,Sí,7,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque postal,58.85,465.7,1.96
0277-BKSQP,No,Hombre,No,Sí,Sí,8,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,54.4,475.1,1.81
0277-ORXQS,No,Hombre,No,Sí,Sí,66,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,50.55,3364.55,1.68
0278-YXOOG,Sí,Hombre,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,21.05,113.85,0.7
0280-XJGEX,Sí,Hombre,No,No,No,49,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,103.7,5036.3,3.46
0281-CNTZX,No,Hombre,No,Sí,No,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,19.95,1234.8,0.66
0282-NVSJS,No,Mujer,Yes,Sí,Sí,12,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque postal,29.3,355.9,0.98
0285-INHLN,No,Hombre,No,Sí,Sí,27,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito,54.75,1510.3,1.82
0289-IVARM,No,Mujer,No,No,No,35,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Mensual,No,Cheque electrónico,60.55,1982.6,2.02
0292-WEGCH,No,Mujer,No,Sí,Sí,54,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,86.2,4524.05,2.87
0295-PPHDO,Sí,Hombre,No,No,No,1,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,95.45,95.45,3.18
0295-QVKPB,No,Hombre,No,No,No,5,Sí,No,DSL,No,No,Sí,Sí,Sí,No,Mensual,Sí,Tarjeta de crédito,63.95,318.1,2.13
0297-RBCSG,No,Hombre,No,No,No,19,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Un año,Sí,Transferencia bancaria,65.35,1231.85,2.18
0298-XACET,No,Hombre,No,Sí,Sí,52,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,No,Dos años,No,Cheque postal,50.2,2554.0,1.67
0301-FIDRB,No,Mujer,No,Sí,Sí,72,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,63.8,4684.3,2.13
0301-KOBTQ,No,Hombre,No,No,No,32,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,20.05,614.45,0.67
0302-JOIVN,Sí,Mujer,No,Sí,No,8,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,101.15,842.9,3.37
0303-UNCIP,No,Hombre,No,No,No,41,Sí,Sí,DSL,No,No,Sí,No,No,Sí,Un año,No,Cheque postal,65.0,2531.8,2.17
0303-WMMRN,No,Hombre,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque postal,19.25,86.05,0.64
0305-SQECB,No,Mujer,No,No,Sí,11,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No,Un año,Sí,Cheque postal,36.05,402.6,1.2
0306-JAELE,Sí,Hombre,No,No,No,5,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,96.1,453.4,3.2
0307-BCOPK,No,Mujer,No,No,No,16,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.05,326.65,0.64
0308-GIQJT,No,Hombre,Yes,No,No,71,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Un año,No,Transferencia bancaria,105.75,7382.85,3.52
0308-IVGOK,No,Mujer,No,No,No,11,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,No,No,Un año,Sí,Tarjeta de crédito,40.4,422.6,1.35
0310-MVLET,Sí,Mujer,No,Sí,Sí,61,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,99.15,6010.05,3.3
0310-SUCIN,No,Mujer,No,Sí,No,71,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria,84.8,6046.1,2.83
0310-VQXAM,No,Hombre,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.85,178.8,0.66
0311-QYWSS,No,Mujer,No,No,No,6,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,49.45,314.6,1.65
0311-UNPFF,Sí,Mujer,No,No,No,26,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,88.8,2274.35,2.96
0314-TKOSI,No,Mujer,No,No,No,6,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque postal,55.15,322.9,1.84
0315-LVCRK,No,Hombre,No,No,No,11,Sí,No,Fibra óptica,No,No,Sí,No,No,Sí,Mensual,No,Cheque electrónico,84.8,888.75,2.83
0318-QUUOB,Sí,Hombre,No,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,80.55,80.55,2.68
0318-ZOPWS,No,Mujer,No,Sí,No,49,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,20.15,973.35,0.67
0319-QZTCO,No,Mujer,No,Sí,Sí,3,Sí,No,DSL,No,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito,58.7,168.6,1.96
0320-DWVTU,No,Mujer,No,No,No,53,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,No,Sí,Dos años,No,Cheque postal,99.5,5424.25,3.32
0320-JDNQG,Sí,Hombre,No,Sí,Sí,23,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,99.85,2331.3,3.33
0322-CHQRU,Sí,Hombre,No,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.35,89.5,1.51
0322-YINQP,Sí,Hombre,No,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque postal,48.55,48.55,1.62
0323-XWWTN,No,Hombre,No,No,Sí,3,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,26.4,121.25,0.88
0324-BRPCJ,Sí,Mujer,Yes,Sí,No,68,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,100.2,6851.65,3.34
0325-XBFAC,Sí,Hombre,No,No,No,8,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.7,740.3,3.16
0326-VDYXE,No,Mujer,No,Sí,No,70,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,97.65,6982.5,3.26
0327-WFZSY,No,Hombre,No,Sí,Sí,39,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,No,Cheque electrónico,100.0,3835.55,3.33
0328-GRPMV,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,70.1,70.1,2.34
0329-GTIAJ,Sí,Mujer,No,No,No,3,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,97.9,315.3,3.26
0330-BGYZE,No,Hombre,No,Sí,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,No,Transferencia bancaria,102.5,6157.6,3.42
0330-IVZHA,Sí,Mujer,No,Sí,No,5,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,69.95,330.15,2.33
0334-GDDSO,Sí,Hombre,Yes,No,No,3,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,81.35,233.7,2.71
0334-ZFJSR,No,Mujer,No,Sí,No,55,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Un año,Sí,Tarjeta de crédito,66.05,3462.1,2.2
0336-KXKFK,No,Hombre,No,No,No,72,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,61.2,4390.25,2.04
0336-PIKEI,No,Hombre,Yes,Sí,No,72,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,No,Transferencia bancaria,74.4,5360.75,2.48
0337-CNPZE,Sí,Mujer,No,No,No,41,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,106.3,4443.45,3.54
0343-QLUZP,No,Hombre,No,No,No,60,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,Dos años,No,Transferencia bancaria,39.6,2424.5,1.32
0345-HKJVM,Sí,Mujer,No,No,No,6,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,89.3,577.6,2.98
0345-XMMUG,No,Mujer,No,Sí,No,46,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,108.9,4854.3,3.63
0347-UBKUZ,No,Mujer,No,No,No,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.9,320.45,0.66
0348-SDKOL,Sí,Mujer,No,Sí,No,58,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Tarjeta de crédito,102.1,5885.4,3.4
0354-VXMJC,No,Hombre,No,Sí,Sí,23,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.6,426.65,0.65
0354-WYROK,Sí,Mujer,Yes,Sí,Sí,31,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,98.9,2911.3,3.3
0356-ERHVT,No,Hombre,No,Sí,No,11,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,45.9,521.9,1.53
0356-OBMAC,No,Mujer,Yes,No,No,56,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,No,Dos años,Sí,Transferencia bancaria,99.9,5706.3,3.33
0357-NVCRI,No,Mujer,No,No,Sí,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito,20.05,471.7,0.67
0361-HJRDX,No,Mujer,No,No,No,68,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,64.35,4539.6,2.14
0362-RAOQO,No,Mujer,No,No,No,40,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.65,830.25,0.65
0362-ZBZWJ,Sí,Hombre,No,No,No,36,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,84.9,3067.2,2.83
0363-QJVFX,Sí,Hombre,No,No,No,32,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Sí,Tarjeta de crédito,108.15,3432.9,3.6
0363-SVHYR,No,Hombre,No,Sí,Sí,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,86.85,6263.8,2.9
0365-BZUWY,No,Hombre,No,Sí,No,17,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,102.55,1742.5,3.42
0365-GXEZS,No,Hombre,No,Sí,No,18,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,No,Cheque electrónico,78.2,1468.75,2.61
0365-TRTPY,No,Mujer,No,No,No,37,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,No,No,Mensual,No,Transferencia bancaria,91.2,3382.3,3.04
0366-NQSHS,No,Hombre,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.35,46.35,0.64
0369-ZGOVK,No,Mujer,No,Sí,Sí,28,Sí,No,Fibra óptica,No,No,No,No,No,No,Un año,Sí,Transferencia bancaria,70.4,1992.2,2.35
0373-AIVNJ,No,Hombre,No,No,No,9,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,No,No,Un año,No,Cheque postal,39.55,373.0,1.32
0374-AACSZ,No,Mujer,No,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,50.15,50.15,1.67
0374-FIUCA,No,Hombre,No,Sí,No,65,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito,20.4,1414.45,0.68
0374-IOEGQ,No,Mujer,No,No,No,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.6,122.7,1.49
0375-HVGXO,Sí,Mujer,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,34.7,34.7,1.16
0376-OIWME,No,Hombre,No,Sí,No,36,Sí,No,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,93.6,3366.05,3.12
0376-YMCJC,Sí,Hombre,No,No,No,23,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,90.6,1943.2,3.02
0377-JBKKT,No,Hombre,No,Sí,Sí,22,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Mensual,Sí,Cheque postal,57.95,1271.8,1.93
0378-CJKPV,No,Mujer,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,112.1,7965.95,3.74
0378-NHQXU,Sí,Mujer,No,Sí,Sí,17,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,No,Cheque electrónico,88.25,1460.65,2.94
0378-TOVMS,Sí,Mujer,No,No,No,3,Sí,No,Fibra óptica,No,No,No,Sí,No,Sí,Mensual,No,Cheque electrónico,85.8,272.2,2.86
0378-XSZPU,Sí,Hombre,No,Sí,No,58,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Un año,No,Tarjeta de crédito,60.3,3563.8,2.01
0379-DJQHR,No,Hombre,No,Sí,Sí,67,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Dos años,No,Tarjeta de crédito,81.35,5398.6,2.71
0380-NEAVX,No,Hombre,Yes,No,No,34,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,99.85,3343.15,3.33
0380-ZCSBI,No,Hombre,No,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito,20.0,198.7,0.67
0383-CLDDA,No,Mujer,No,No,No,69,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,85.35,5897.4,2.84
0384-LPITE,No,Hombre,No,No,No,40,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Un año,No,Tarjeta de crédito,62.05,2511.55,2.07
0384-RVBPI,No,Hombre,No,No,No,20,Sí,No,DSL,Sí,No,Sí,No,No,Sí,Mensual,No,Tarjeta de crédito,64.4,1398.6,2.15
0386-CWRGM,No,Mujer,No,Sí,Sí,46,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.4,967.85,0.65
0388-EOPEX,Sí,Mujer,No,Sí,No,2,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,74.4,139.4,2.48
0390-DCFDQ,Sí,Mujer,Yes,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque postal,70.45,70.45,2.35
0392-BZIUW,No,Mujer,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Dos años,Sí,Tarjeta de crédito,105.0,7589.8,3.5
0394-YONDK,No,Hombre,No,Sí,Sí,70,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,25.15,1790.15,0.84
0396-HUJBP,No,Mujer,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.3,44.4,0.64
0396-UKGAI,No,Hombre,No,No,Sí,23,Sí,No,DSL,No,Sí,No,Sí,No,No,Mensual,Sí,Transferencia bancaria,55.3,1284.2,1.84
0396-YCHWO,No,Hombre,No,Sí,No,36,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,95.4,3474.2,3.18
0397-GZBBC,Sí,Hombre,Yes,Sí,No,59,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,93.85,5574.75,3.13
0397-ZXWQF,No,Hombre,No,No,No,67,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,20.5,1430.95,0.68
0401-WDBXM,No,Hombre,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Dos años,Sí,Transferencia bancaria,105.55,7542.25,3.52
0402-CQAJN,Sí,Mujer,No,No,No,37,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,101.9,3545.35,3.4
0402-OAMEN,No,Mujer,No,Sí,Sí,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.45,1709.1,0.82
0404-AHASP,No,Hombre,No,Sí,No,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,19.7,1421.9,0.66
0404-SWRVG,Sí,Hombre,No,No,No,3,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,74.4,229.55,2.48
0406-BPDVR,Sí,Mujer,Yes,Sí,No,54,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,101.5,5373.1,3.38
0407-BDJKB,Sí,Hombre,No,Sí,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,95.75,5742.9,3.19
0409-WTMPL,No,Mujer,No,Sí,No,58,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,110.65,6526.65,3.69
0410-IPFTY,No,Mujer,No,Sí,No,31,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia bancaria,83.85,2674.15,2.8
0411-EZJZE,No,Mujer,No,No,No,3,Sí,Sí,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,60.25,170.5,2.01
0412-UCCNP,No,Hombre,No,No,No,55,Sí,No,DSL,Sí,No,Sí,Sí,No,No,Dos años,Sí,Cheque electrónico,59.2,3175.85,1.97
0415-MOSGF,Sí,Mujer,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,44.4,44.4,1.48
0419-YAAPX,No,Hombre,No,Sí,No,49,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito,85.3,4297.95,2.84
0420-BWTPW,Sí,Hombre,No,No,Sí,8,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,25.5,215.2,0.85
0420-HLGXF,No,Mujer,Yes,No,No,39,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,99.75,4036.0,3.32
0420-TXVSG,No,Hombre,No,Sí,No,66,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Dos años,Sí,Tarjeta de crédito,66.1,4428.45,2.2
0422-OHQHQ,No,Mujer,No,Sí,Sí,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.55,295.95,0.68
0422-UXFAP,No,Mujer,No,Sí,No,51,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,98.85,4947.55,3.3
